"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","location","language","profileImageURL"
"1","Arsenal Tour 2013 - Day 11 - The Bullet Train #Arsenal #ArsenalFC - https://t.co/WM0r08jiRD https://t.co/2UEjYoUqK8",FALSE,0,NA,2017-11-16 18:45:22,FALSE,NA,"931231739044859904",NA,"<a href=""https://comeonengland.co.uk"" rel=""nofollow"">Come-On-England</a>","ComeOnEngland21",0,FALSE,FALSE,NA,NA,"England","en","http://pbs.twimg.com/profile_images/611347413324988417/m26LTRnZ_normal.jpg"
"2","Arsenal Tour 2013 - Day 11 - The Bullet Train #Arsenal #ArsenalFC - https://t.co/wid3bn5gt0 https://t.co/W59pBzpSVI",FALSE,0,NA,2017-11-16 18:45:20,FALSE,NA,"931231729414803458",NA,"<a href=""http://comeonengland.co.uk"" rel=""nofollow"">footballvlogrz</a>","footballvlogr",0,FALSE,FALSE,NA,NA,"England, United Kingdom","en","http://pbs.twimg.com/profile_images/712677887648919552/itXv4AOQ_normal.jpg"
"3","About next week....

#watchwithus #spurs #chelsea #manutd #arsenal #sportbar #birminghamUK #ChampionsLeague‚Ä¶ https://t.co/MtPpCXhpEm",FALSE,0,NA,2017-11-16 18:45:10,TRUE,NA,"931231689719808001",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TexanRoadhouse",0,FALSE,FALSE,NA,NA,"Birmingham, England","en","http://pbs.twimg.com/profile_images/900646441156304896/nvQpQ945_normal.jpg"
"4","Shkodran Mustafi &amp; Danny Welbeck will have fitness tests ahead of #Arsenal's game against #Tottenham.... https://t.co/VkCEjX2S6l",FALSE,1,NA,2017-11-16 18:45:07,FALSE,NA,"931231676209827840",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","seancardo",0,FALSE,FALSE,NA,NA,"Kenya","en","http://pbs.twimg.com/profile_images/721329519718756352/zUHqLUV4_normal.jpg"
"5","Shkodran Mustafi &amp; Danny Welbeck will have fitness tests ahead of #Arsenal's game against #Tottenham.‚Ä¶ https://t.co/Ms6d7rNxYz",FALSE,0,NA,2017-11-16 18:45:00,TRUE,NA,"931231646962958336",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","seancardo",0,FALSE,FALSE,NA,NA,"Kenya","en","http://pbs.twimg.com/profile_images/721329519718756352/zUHqLUV4_normal.jpg"
"6","RT @ArsenalFCAddict: #Transfer Rumour: #Arsenal set to reignite interest in #ManchesterCity forward Raheem Sterling | The Hard Tackle https‚Ä¶",FALSE,0,NA,2017-11-16 18:44:46,FALSE,NA,"931231588511354880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","philipbryant180",1,TRUE,FALSE,NA,NA,"somerset england!","en","http://pbs.twimg.com/profile_images/905871831374159873/8XkKmVDJ_normal.jpg"
"7","RT @Stuart_PhotoAFC: Thierry Henry's goal v spurs from 16th November 2002. #TH14 #arsenal #afc https://t.co/6N4RmYyxD4",FALSE,0,NA,2017-11-16 18:44:32,FALSE,NA,"931231526712377346",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Xxz911Hamad",151,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/809443950369050625/tvow3jkp_normal.jpg"
"8","New: Pleguezuelo hoping for last chance to make the breakthrough at Arsenal https://t.co/g1gS6ZY8An #arsenal #afc https://t.co/bPFmtlUibH",FALSE,2,NA,2017-11-16 18:44:00,FALSE,NA,"931231394273091584",NA,"<a href=""http://news.arseblog.com"" rel=""nofollow"">Arseblog News2</a>","arseblognews",0,FALSE,FALSE,NA,NA,"Dublin :: London","en","http://pbs.twimg.com/profile_images/905117201614680064/mWjKI7wX_normal.jpg"
"9","#Arsenal vs Tottenham | Teams, streams and predictions https://t.co/XeyeSivHr3",FALSE,0,NA,2017-11-16 18:43:49,FALSE,NA,"931231348500652037",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Antondub",0,FALSE,FALSE,NA,NA,"Dalkey,Dublin,Ireland.","en","http://pbs.twimg.com/profile_images/2232733563/gero_normal.jpg"
"10","#Transfer Rumour: #Arsenal set to reignite interest in #ManchesterCity forward Raheem Sterling | The Hard Tackle https://t.co/8czSs5PMBO",FALSE,0,NA,2017-11-16 18:42:04,FALSE,NA,"931230907125690369",NA,"<a href=""http://www.arsenal-addict.com/"" rel=""nofollow"">Arsenal Addict</a>","ArsenalFCAddict",1,FALSE,FALSE,NA,NA,"London, England","en-gb","http://pbs.twimg.com/profile_images/859483125709189122/dXexuEgZ_normal.jpg"
"11","RT @Stuart_PhotoAFC: Thierry Henry's goal v spurs from 16th November 2002. #TH14 #arsenal #afc https://t.co/6N4RmYyxD4",FALSE,0,NA,2017-11-16 18:41:28,FALSE,NA,"931230755891662848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ReasonOtto",151,TRUE,FALSE,NA,NA,"North London, England","en","http://pbs.twimg.com/profile_images/884151223624052737/WQ34-zuy_normal.jpg"
"12","Who scored our best goal at home to Tottenham? https://t.co/EET4LK1z67 #Arsenal",FALSE,0,NA,2017-11-16 18:37:04,FALSE,NA,"931229648230400000",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","IndoArsenal",0,FALSE,FALSE,NA,NA,"Indonesia","en","http://pbs.twimg.com/profile_images/1754410648/indoarsenal_normal.png"
"13","#Arsenal.com : Who scored our best goal at home to Tottenham?: Bergkamp, Bendtner, Giroud, Henry or Mertesacker - m‚Ä¶ https://t.co/Ri2qacciKM",FALSE,0,NA,2017-11-16 18:36:05,TRUE,NA,"931229403970859008",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","FCArsenal365",0,FALSE,FALSE,NA,NA,"London","en","http://pbs.twimg.com/profile_images/1369577293/cf_normal.jpg"
"14","Keown: ""#Arsenal‚Äôs support will be more vociferous on Saturday because their dominance has been snatched away""",FALSE,1,"GurjitAFC",2017-11-16 18:36:00,FALSE,"931223977888043008","931229383104368640","172462729","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GurjitAFC",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/730039290751766528/uC0huOWy_normal.jpg"
"15","As if the #NorthLondonDerby isn't insignificant enough to the rest of the country.....

Piers Morgan vs Alan Sugar‚Ä¶ https://t.co/KvFQkq8pPg",FALSE,1,NA,2017-11-16 18:34:30,TRUE,NA,"931229003545042944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jess_beano",0,FALSE,FALSE,NA,NA,"Kent/London/Sussex","en","http://pbs.twimg.com/profile_images/921131593095360512/WoAs3mGu_normal.jpg"
"16","RT @ILoveWengerball: #arsenal is unique. What other club would gift supporters with a bottle opener and wine stopper Ì†ΩÌ∏ÇÌ†ΩÌ±ç #class #COYG https:‚Ä¶",FALSE,0,NA,2017-11-16 18:33:02,FALSE,NA,"931228634916048896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ayzay",2,TRUE,FALSE,NA,NA,"nigeria","en","http://pbs.twimg.com/profile_images/848081976372416516/5YKuIowO_normal.jpg"
"17","RT @Joepav77: Arsenal vs Tottenham Hotspur
https://t.co/cp6c1tqvw5

#Arsenal #Gunners #PremierLeague #soccer #Spurs #TottenhamHotspur https‚Ä¶",FALSE,0,NA,2017-11-16 18:32:24,FALSE,NA,"931228477038084096",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rdr18929",1432,TRUE,FALSE,NA,NA,"","fil","http://pbs.twimg.com/profile_images/931227457096597504/kWwf3hXm_normal.jpg"
"18","RT @Joepav77: Arsenal vs Tottenham Hotspur
https://t.co/cp6c1tqvw5

#Arsenal #Gunners #PremierLeague #soccer #Spurs #TottenhamHotspur https‚Ä¶",FALSE,0,NA,2017-11-16 18:31:46,FALSE,NA,"931228314018070528",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Sayanti90272390",1432,TRUE,FALSE,NA,NA,"","en-gb","http://pbs.twimg.com/profile_images/930752143866204161/VzEQE5Oe_normal.jpg"
"19","Wright: I would play Lacazette every game by @jeinchy29 #Arsenal https://t.co/XbzloHKNO6",FALSE,2,NA,2017-11-16 18:31:30,FALSE,NA,"931228247177691136",NA,"<a href=""http://dailycannon.com"" rel=""nofollow"">DC 2017</a>","DailyCannon",0,FALSE,FALSE,NA,NA,"Everywhere","en","http://pbs.twimg.com/profile_images/875719052538380288/5UtBPLut_normal.png"
"20","Mauricio Pochettino must be sick of finishing above #Arsenal. He's now got into acting for Stranger Things... https://t.co/mTKJjzmm4M",FALSE,0,NA,2017-11-16 18:30:01,FALSE,NA,"931227875348533248",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","shotongoal247",0,FALSE,FALSE,NA,NA,"London, England","en","http://pbs.twimg.com/profile_images/889468872063057920/gu-ooNsO_normal.jpg"
"21","I'd hate to be the one that hates on one of one our own based on some ridiculous rumours most likely made up for me‚Ä¶ https://t.co/rjDmWbjFgk",FALSE,0,NA,2017-11-16 18:28:50,TRUE,NA,"931227576911187968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rodgerk1",0,FALSE,FALSE,NA,NA,"60.1708¬∞ N, 24.9375¬∞ E","en","http://pbs.twimg.com/profile_images/915522186319941632/SDeRuwZX_normal.jpg"
"22","Premier League health check: the overachievers and underperformers #Arsenal  https://t.co/as5lv4qNif https://t.co/8JOlUiI2y1",FALSE,0,NA,2017-11-16 18:28:09,FALSE,NA,"931227407448727553",NA,"<a href=""http://www.fanly.me/getapp"" rel=""nofollow"">Arsenal_Fanly</a>","Arsenal_Fanly",0,FALSE,FALSE,NA,NA,"England","en","http://pbs.twimg.com/profile_images/651082475385425920/7gB3V_jY_normal.png"
"23","#ArsenalNews Who scored our best goal at home to Tottenham? https://t.co/ZH1Tb7KEuP #Arsenal",FALSE,0,NA,2017-11-16 18:27:35,FALSE,NA,"931227263709863936",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","ArsenalJournal",0,FALSE,FALSE,NA,NA,"Woolwich, UK","en","http://pbs.twimg.com/profile_images/378800000013796642/926b0d3b24128823af5393d025af6a89_normal.png"
"24","RT @MathewVieiraArt: 'VIEEEIIIIRA OOHH WEEY OH'
Arsenal Legends Series
Prints coming very soon!
#Arsenal #Vieira #ArsenalLegends https://t.‚Ä¶",FALSE,0,NA,2017-11-16 18:27:13,FALSE,NA,"931227170416021504",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","GandhisGhost",3,TRUE,FALSE,NA,NA,"England, United Kingdom","en","http://pbs.twimg.com/profile_images/868720769471320064/GbPg6hrm_normal.jpg"
"25","Arsenal star told to leave the Emirates and join Premier League riv #Arsenal #AFC #Gooners #COYG #FNH https://t.co/YJVNwqsWIk",FALSE,0,NA,2017-11-16 18:27:09,FALSE,NA,"931227155647877125",NA,"<a href=""http://www.footballnewshound.com"" rel=""nofollow"">Arsenal FNH</a>","ArsenalFNH",0,FALSE,FALSE,NA,NA,"London","en-gb","http://pbs.twimg.com/profile_images/378800000803966347/40072cf1200909af9bc60a9b0d54afb2_normal.png"
"26","Arsenal v Tottenham: Wenger and Pochettino preview north London der #Arsenal #AFC #Gooners #COYG #FNH https://t.co/ruhIYMkd7N",FALSE,0,NA,2017-11-16 18:27:09,FALSE,NA,"931227154548973575",NA,"<a href=""http://www.footballnewshound.com"" rel=""nofollow"">Arsenal FNH</a>","ArsenalFNH",0,FALSE,FALSE,NA,NA,"London","en-gb","http://pbs.twimg.com/profile_images/378800000803966347/40072cf1200909af9bc60a9b0d54afb2_normal.png"
"27","Premier League health check: the overachievers and underperformers  #Arsenal #AFC #Gooners #COYG #FNH https://t.co/1e51zbYTAL",FALSE,0,NA,2017-11-16 18:27:09,FALSE,NA,"931227153429082112",NA,"<a href=""http://www.footballnewshound.com"" rel=""nofollow"">Arsenal FNH</a>","ArsenalFNH",0,FALSE,FALSE,NA,NA,"London","en-gb","http://pbs.twimg.com/profile_images/378800000803966347/40072cf1200909af9bc60a9b0d54afb2_normal.png"
"28","Who scored our best goal at home to Tottenham? #Arsenal #AFC #Gooners #COYG #FNH https://t.co/GnRGQkCG8L",FALSE,0,NA,2017-11-16 18:27:08,FALSE,NA,"931227151403274240",NA,"<a href=""http://www.footballnewshound.com"" rel=""nofollow"">Arsenal FNH</a>","ArsenalFNH",0,FALSE,FALSE,NA,NA,"London","en-gb","http://pbs.twimg.com/profile_images/378800000803966347/40072cf1200909af9bc60a9b0d54afb2_normal.png"
"29","RT @polysaraujo: Sorte? Acredito mais em merecimento.. #Arsenal #CampeasInvictas #CopaFama Ì†ºÌøÜ‚öΩÌ†ΩÌ±£Ì†ΩÌ∏çÌ†ΩÌ±è https://t.co/906vT2g8yk",FALSE,0,NA,2017-11-16 18:26:12,FALSE,NA,"931226913544261632",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nairellyverli",3,TRUE,FALSE,NA,NA,"Cariacica","pt","http://pbs.twimg.com/profile_images/922394612689457152/3XWmmO_e_normal.jpg"
"30","RT @tcros: Plong√©e au c≈ìur du North London Derby, #Arsenal #Tottenham. Son histoire, ses anecdotes. Enjoy! (Merci @FriulConnection pour ce‚Ä¶",FALSE,0,NA,2017-11-16 18:24:41,FALSE,NA,"931226532462329857",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ClarimUKSW19",4,TRUE,FALSE,NA,NA,"London","en","http://pbs.twimg.com/profile_images/459102821934067712/iB_KCNSY_normal.jpeg"
"31","If Stephen King wrote transfer rumours #Arsenal #Fellaini #lowbattery https://t.co/KqHFdQNf4B",FALSE,0,NA,2017-11-16 18:23:18,FALSE,NA,"931226183961907201",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","CeefaxOfLife",0,FALSE,FALSE,NA,NA,"Cardiff","en","http://pbs.twimg.com/profile_images/802021228592721920/nv37Smbm_normal.jpg"
"32","RT @Joepav77: Arsenal vs Tottenham Hotspur
https://t.co/cp6c1tqvw5

#Arsenal #Gunners #PremierLeague #soccer #Spurs #TottenhamHotspur https‚Ä¶",FALSE,0,NA,2017-11-16 18:21:54,FALSE,NA,"931225833330556928",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NasrinAfroze",1432,TRUE,FALSE,NA,NA,"","en","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"33","RT @arseblognews: New: Wenger: Cazorla‚Äôs injury is the worst I‚Äôve known https://t.co/9IL75td5HG #arsenal #afc https://t.co/waGX0xZ2oi",FALSE,0,NA,2017-11-16 18:21:41,FALSE,NA,"931225779177914369",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MomentOfChaos",8,TRUE,FALSE,NA,NA,"a foodie in VA/DC","en","http://pbs.twimg.com/profile_images/847248802935226368/HTWe1Ukr_normal.jpg"
"34","RT @DailyCannon: Wright: Kane and Lacazette are desperate to score goals by @jeinchy29 #Arsenal https://t.co/KPKVgxJBsT",FALSE,0,NA,2017-11-16 18:21:39,FALSE,NA,"931225771259125761",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","proof55",1,TRUE,FALSE,NA,NA,"My Community","en","http://pbs.twimg.com/profile_images/899726142147579906/Ll3nB9hO_normal.jpg"
"35","#Dovzhenko's silent trilogy at @ICALondon. Starting our first screening in 2min! 2 more films to go 19Nov #Arsenal‚Ä¶ https://t.co/vohV6FTzRj",FALSE,0,NA,2017-11-16 18:21:12,TRUE,NA,"931225655915765761",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ukr_Institute",0,FALSE,FALSE,NA,NA,"London, England","en-gb","http://pbs.twimg.com/profile_images/694140758450900992/o6qT9g1f_normal.jpg"
"36","#OneArsenal #ArsenalFC #Arsenal Arsenal vs Tottenham preview, TV channel, kick-off time, date, odds and team n.. https://t.co/w16Q3PvXg3",FALSE,0,NA,2017-11-16 18:21:08,FALSE,NA,"931225639839027201",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","arsenalnewsonly",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/919525798012362752/z_sHxuQW_normal.jpg"
"37","The data analysis from these surveys will be sore to the eyes if they actually get analysed #Arsenal #Survey https://t.co/JkWGgotyhG",FALSE,0,NA,2017-11-16 18:20:47,FALSE,NA,"931225549934080003",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TurkishortyGoon",0,FALSE,FALSE,NA,NA,"#EveryDayArsenal","en","http://pbs.twimg.com/profile_images/922207108862488576/7cWNkEvs_normal.jpg"
"38","Who scored our best goal at home to Tottenham? https://t.co/Y2iiOMclBx #Arsenal",FALSE,0,NA,2017-11-16 18:20:07,FALSE,NA,"931225382698696704",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Arsenal_Fever",0,FALSE,FALSE,NA,NA,"Emirates Stadium","en","http://pbs.twimg.com/profile_images/447738398086668288/Sgkg30Gd_normal.jpeg"
"39","RT @EPLpod: New episode: Have Spurs eclipsed Arsenal? #PodernFamily Cc: @eatmygoaltv https://t.co/BKtVYKYrv4 #Spurs #Arsenal https://t.co/c‚Ä¶",FALSE,0,NA,2017-11-16 18:19:48,FALSE,NA,"931225302612742144",NA,"<a href=""http://www.wkucretweet.com"" rel=""nofollow"">WKUC Retweets</a>","WKUCComedyPod",7,TRUE,FALSE,NA,NA,"New Mexico, USA","en","http://pbs.twimg.com/profile_images/882603988947935233/LkzjG0ue_normal.jpg"
"40","RT @Joepav77: Arsenal vs Tottenham Hotspur
https://t.co/cp6c1tqvw5

#Arsenal #Gunners #PremierLeague #soccer #Spurs #TottenhamHotspur https‚Ä¶",FALSE,0,NA,2017-11-16 18:19:28,FALSE,NA,"931225220953677824",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sanjusimons88",1432,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/859818493834907648/mGiCOSNP_normal.jpg"
"41","Arsenal's top 10 north London derby goals! https://t.co/Xqwgsq59Bd #Arsenal",FALSE,0,NA,2017-11-16 18:18:49,FALSE,NA,"931225056335814656",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","EPLClubsYouTube",0,FALSE,FALSE,NA,NA,"","en-gb","http://pbs.twimg.com/profile_images/885797631527714816/0RI-U__V_normal.jpg"
"42","RT @zonemixteFr: [Ì†ºÌ∑¨Ì†ºÌ∑ß #Angleterre]
Plong√©e au c≈ìur du North London Derby, #Arsenal #Tottenham. Son histoire, ses anecdotes. Enjoy!
@FrenchAF‚Ä¶",FALSE,0,NA,2017-11-16 18:18:40,FALSE,NA,"931225020432633861",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FriulConnection",1,TRUE,FALSE,NA,NA,"Pont-Audemer, France","fr","http://pbs.twimg.com/profile_images/611513707886198784/Y8RXAdvi_normal.png"
"43","RT @SBOBET: Arsene Wenger insists that he fully trusts Alexandre Lacazette and is not scared of Harry Kane as #Arsenal prepare to host Tott‚Ä¶",FALSE,0,NA,2017-11-16 18:17:59,FALSE,NA,"931224846511489025",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","futbal_tube",1,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/597933259138281472/1RPNUVSz_normal.jpg"
"44","RT @SBOBET: Arsene Wenger insists that he fully trusts Alexandre Lacazette and is not scared of Harry Kane as #Arsenal prepare to host Tott‚Ä¶",FALSE,0,NA,2017-11-16 18:17:59,FALSE,NA,"931224846402338817",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ArsenalFCTweets",1,TRUE,FALSE,NA,NA,"Holloway, London","en","http://pbs.twimg.com/profile_images/446309338068439040/VW4XD8La_normal.jpeg"
"45","RT @SBOBET: Arsene Wenger insists that he fully trusts Alexandre Lacazette and is not scared of Harry Kane as #Arsenal prepare to host Tott‚Ä¶",FALSE,0,NA,2017-11-16 18:17:59,FALSE,NA,"931224846356307968",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","EPL_Lover",1,TRUE,FALSE,NA,NA,"United Kingdom","en","http://pbs.twimg.com/profile_images/448125315286462464/2_yNHkK__normal.jpeg"
"46","RT @SFR_Sport: #Arsenal : Ars√®ne Wenger n‚Äôa jamais vu ""une pire blessure"" que celle de Cazorla ! Les explications du manager fran√ßais √† ret‚Ä¶",FALSE,0,NA,2017-11-16 18:16:34,FALSE,NA,"931224489249173508",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jusdepommedu26",10,TRUE,FALSE,NA,NA,"","fr","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"47","RT @SBOBET: Bayern Munich are considering to offer a deal for #Arsenal forward Olivier Giroud in January, according to reports. #FCBayern h‚Ä¶",FALSE,0,NA,2017-11-16 18:16:04,FALSE,NA,"931224365026312192",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","EPL_Lover",3,TRUE,FALSE,NA,NA,"United Kingdom","en","http://pbs.twimg.com/profile_images/448125315286462464/2_yNHkK__normal.jpeg"
"48","RT @SBOBET: Bayern Munich are considering to offer a deal for #Arsenal forward Olivier Giroud in January, according to reports. #FCBayern h‚Ä¶",FALSE,0,NA,2017-11-16 18:16:04,FALSE,NA,"931224364988559360",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","BaileyGrant10",3,TRUE,FALSE,NA,NA,"United Kingdom","en","http://pbs.twimg.com/profile_images/378800000760603497/2ab0d3e22d140f74709ed0508ffe9d23_normal.jpeg"
"49","RT @SBOBET: Bayern Munich are considering to offer a deal for #Arsenal forward Olivier Giroud in January, according to reports. #FCBayern h‚Ä¶",FALSE,0,NA,2017-11-16 18:16:04,FALSE,NA,"931224364971728896",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","BayernMunichF",3,TRUE,FALSE,NA,NA,"Munchen","en-gb","http://pbs.twimg.com/profile_images/446048753259008000/EQofcZkP_normal.jpeg"
"50","RT @Joepav77: Arsenal vs Tottenham Hotspur
https://t.co/cp6c1tqvw5

#Arsenal #Gunners #PremierLeague #soccer #Spurs #TottenhamHotspur https‚Ä¶",FALSE,0,NA,2017-11-16 18:16:02,FALSE,NA,"931224357749354507",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","agenceweb9",1432,TRUE,FALSE,NA,NA,"","fr","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"51","RT @tcros: Plong√©e au c≈ìur du North London Derby, #Arsenal #Tottenham. Son histoire, ses anecdotes. Enjoy! (Merci @FriulConnection pour ce‚Ä¶",FALSE,0,NA,2017-11-16 18:15:41,FALSE,NA,"931224267001344000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DomRousseauBlog",4,TRUE,FALSE,NA,NA,"Paris, France","fr","http://pbs.twimg.com/profile_images/631923354090512384/SXaaQDbj_normal.jpg"
"52","RT @Robbie_Claudio: My guy moss Ì†ΩÌ±ÄÌ†ΩÌ¥• #arsenal https://t.co/mEXLlxQd37",FALSE,0,NA,2017-11-16 18:14:55,FALSE,NA,"931224073430093824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_C_hacha",587,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/924576958142451712/8vnOjcqm_normal.jpg"
"53","Keown on the North London Derby: ""If this was at Wembley or White Hart Lane, I would be expecting Tottenham to win.‚Ä¶ https://t.co/rHpjjTF3fu",FALSE,6,NA,2017-11-16 18:14:32,TRUE,NA,"931223977888043008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GurjitAFC",4,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/730039290751766528/uC0huOWy_normal.jpg"
"54","RT @Robbie_Claudio: My guy moss Ì†ΩÌ±ÄÌ†ΩÌ¥• #arsenal https://t.co/mEXLlxQd37",FALSE,0,NA,2017-11-16 18:14:23,FALSE,NA,"931223941519151104",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CRaCarvia",587,TRUE,FALSE,NA,NA,"Vilagarc√≠a de Arousa, Espa√±a","es","http://pbs.twimg.com/profile_images/805833862135873536/VKWGD_QE_normal.jpg"
"55","RT @Mp3bullet: #SantiCarzola is #Arsenal‚Äôs most skillful player, #AlexIwobi https://t.co/1RbO6Gy2O6 https://t.co/OUL3Dlr0cx",FALSE,0,NA,2017-11-16 18:14:07,FALSE,NA,"931223873726578689",NA,"<a href=""https://twitter.com/ArsenalJives"" rel=""nofollow"">ArsenalJives</a>","ArsenalJives",1,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/720254431137112064/_cXP8cmZ_normal.jpg"
"56","German academy coach Mertesacker. German first team coach Lehmann. German scout being hired. Are these signs for a‚Ä¶ https://t.co/qfVKxxraAe",FALSE,0,NA,2017-11-16 18:12:56,TRUE,NA,"931223574240575488",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","German_Wizardry",0,FALSE,FALSE,NA,NA,"Somewhere","en","http://pbs.twimg.com/profile_images/902538557193043968/RBjzCq_Z_normal.jpg"
"57","Soccer fans!  Check out episode 10 of @ScreamerHowler with Mully &amp; @Kevbo_ talking #WorldCup qualifiers, the return‚Ä¶ https://t.co/bubNMWEIlC",FALSE,0,NA,2017-11-16 18:12:47,TRUE,NA,"931223539428012032",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mullyhanley",1,FALSE,FALSE,NA,NA,"Chicago","en","http://pbs.twimg.com/profile_images/223335352/untitled-8-1_normal.jpg"
"58","Arsenal vs Tottenham preview, TV channel, kick-off time, date, odds and team news https://t.co/bodI6jAI54 #gunners #coyg #Arsenal",FALSE,0,NA,2017-11-16 18:12:14,FALSE,NA,"931223401674534913",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ArsenalHQNews",0,FALSE,FALSE,NA,NA,"North London","en","http://pbs.twimg.com/profile_images/579932158657196032/GXL-j4R4_normal.png"
"59","#SantiCarzola is #Arsenal‚Äôs most skillful player, #AlexIwobi https://t.co/Pica3Z120m https://t.co/hA2psdWHke",FALSE,0,NA,2017-11-16 18:12:09,FALSE,NA,"931223379578728449",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Prettybiolly",0,FALSE,FALSE,NA,NA,"Nigeria","en","http://pbs.twimg.com/profile_images/873424667524177920/73L8AZKT_normal.jpg"
